0.74086, 79.967
0.75095, 51.712
0.72597, 30.924
0.56520, 23.125
0.43707, 17.882
0.43707, 15.464
0.34725, 12.788
0.30331, 9.0430
0.21048, 6.6872
0.17182, 5.1712
0.12586, 3.3816
0.089740, 3.0240
0.063984, 2.8278
0.048484, 2.1746
0.036492, 1.9775
0.028029, 1.7684
0.020256, 1.4220
0.015454, 1.3077
0.012445, 1.1308
0.012113, 0.91446
0.0097550, 0.72314
0.0086365, 0.59800
0.0072434, 0.47289
0.0070500, 0.37816
0.0070500, 0.28918
0.0085204, 0.22114
0.011321, 0.17882
0.012787, 0.14461
0.015878, 0.12366
0.021096, 0.11825
0.027652, 0.10814
0.036246, 0.090430
0.049479, 0.082694
0.066635, 0.070715
0.092202, 0.061839
0.11449, 0.055299
0.15523, 0.048358
0.20625, 0.044469
0.27965, 0.038455
0.37408, 0.034969
0.58862, 0.028278
0.88335, 0.022868
