0.00487, 0.55291
0.00522, 0.48311
0.00559, 0.57855
0.00583, 0.44000
0.00627, 0.56306
0.00654, 0.40444
0.00704, 0.54306
0.00734, 0.37405
0.00790, 0.52098
0.00824, 0.34766
0.00887, 0.49733
0.00925, 0.32407
0.00996, 0.47359
0.01039, 0.30244
0.01118, 0.44950
0.01166, 0.28273
0.01255, 0.42629
0.01309, 0.26528
0.01408, 0.40361
0.01469, 0.24859
0.01581, 0.38182
0.01649, 0.23306
0.01775, 0.36106
0.01851, 0.21912
0.01992, 0.34115
0.02077, 0.20611
0.02236, 0.32234
0.02332, 0.19370
0.02510, 0.30444
0.02617, 0.18197
0.02817, 0.28730
0.02938, 0.17151
0.03162, 0.27134
0.03298, 0.16152
0.03550, 0.25627
0.03702, 0.15205
0.03984, 0.24154
0.04155, 0.14319
0.04472, 0.22813
0.04664, 0.13491
0.05020, 0.21537
0.05236, 0.12736
0.05635, 0.20299
0.05877, 0.11990
0.06326, 0.19180
0.06597, 0.11310
0.07100, 0.18093
0.07405, 0.10660
0.07970, 0.17088
0.08312, 0.10055
0.08946, 0.16119
0.09330, 0.09478
0.10042, 0.15199
0.10473, 0.08948
0.11272, 0.14361
0.11756, 0.08430
0.12653, 0.13546
0.13196, 0.07958
0.14203, 0.12784
0.14813, 0.07504
0.15943, 0.12084
0.16627, 0.07073
0.17896, 0.11399
0.18664, 0.06675
0.20088, 0.10752
0.20950, 0.06304
0.22620, 0.10134
0.23516, 0.05942
0.25231, 0.09582
0.26397, 0.05607
0.28292, 0.09059
0.29630, 0.05293
0.31891, 0.08520
0.33260, 0.04993
0.35797, 0.08047
0.37334, 0.04718
0.40182, 0.07594
0.41907, 0.04449
0.45104, 0.07158
0.47040, 0.04198
0.50417, 0.06780
0.52802, 0.03967
0.56831, 0.06377
0.59270, 0.03743
0.63859, 0.06020
0.66530, 0.03533
0.71606, 0.05688
0.74679, 0.03334
0.80716, 0.05357
0.83827, 0.03143
0.90223, 0.05072
0.93112, 0.02991
0.96599, 0.04938
